genes	B cells	T4 cells	T8 cells	DC	Granulocytes	MO	NK cells
DHX8	1264859832.9562333	2501213612.237757	2748793749.401074	1804750000.2799306	1104900832.862509	2108525000.0180473	2396262499.4165053
DHX9	31676250014.254246	41264027779.82647	45904187508.55462	37458874987.33218	17846441655.177868	32565166685.186665	43846624936.475845
DIABLO	2282920835.771966	2771455555.1168838	3971131253.031891	1829812500.3922856	1353497499.3168	2447541667.732904	3965637494.9259405
DIAPH1	5543691667.158174	23033083325.71228	23740187497.45845	12231600018.812325	21793049979.13162	18416499993.557186	20702875016.454727
DIAPH2	140477487.58821252	226077388.94176018	292273062.6068639	1102402499.5028477	621825833.3481177	2070629165.005253	172565124.94328296
DIAPH3	72320873.87931804	44492796.688793324	45070719.179839514	14945530.163693368	16530801.667221515	112997776.65589564	26900040.79988582
DICER1	310164166.79415524	198261252.8592115	108644687.44527848	619956250.7420532	513429998.95685077	940674999.6729547	136786249.72658682
DIDO1	1667794166.597863	2260463888.3618627	2686074999.3313227	1745437500.8395638	1155171667.5778286	1555843333.2876053	2448249999.447013
DIMT1	690647276.9578065	1747581665.334824	1978518126.5368967	1030756249.6230702	417027811.9222298	610564166.550124	1085827500.5146165
DIP2A	20165725.749259938	36499561.034570724	124935029.27131703	158590250.2034974	90772469.03885114	50661411.06388242	516446625.0229808
DIP2B	1173673333.2652237	208580472.13218436	218616812.54664966	1076328750.195836	416727500.42151266	800294167.4157373	545863750.1783797
DIPK1A	106534637.79248126	98901215.88582169	162570919.39664719	201792500.07961443	210392230.4720581	208565839.9222119	131404471.17901
DIPK2A	130660810.74207796	89858942.51587395	64213767.09680434	285942499.6850871	74650584.92332478	258542500.10910752	222791750.2670957
DIS3	1929775833.6639662	2408408333.3158054	2559256249.986182	1940875000.676662	1080868332.688639	1725091667.3684828	2261000000.531828
DIS3L	71116779.93108796	102567936.1478904	109308125.03424035	72604249.9800102	106937224.67867513	85892244.62325053	63488625.05116109
DIS3L2	212126207.20817623	382911666.6302709	406898749.5379023	645677500.7901883	700256228.1445845	264890500.05450633	402965000.1864736
DISC1	162503586.3129706	235206971.31775135	254336417.96295384	381548785.8127393	140930031.4032791	156099682.76699257	250203298.09499922
DIXDC1	92601666.35442318	174007235.98581454	191607167.22805613	27507598.667825542	514543327.57235074	44097260.02137718	43876249.862909764
DKC1	7811850002.236867	9583394453.191298	10887256248.40548	5510787495.945148	3240383331.3848987	4160458328.6350994	8477587495.682516
DKFZp313C1541	213764444.1635009	148287503.42562777	188191874.99553305	249629249.97455463	124338087.89295532	120792333.4377054	192220000.2512905
DKFZp434B2017	629415833.3703347	459914166.6654248	485614999.7942692	1096923751.1089468	522026666.99446326	1193689999.110976	579499999.7740269
DKFZp566H1924	168032972.272358	309028055.4584542	217636312.3301045	484243749.6431879	390119166.63152593	335154999.7348247	236000000.04399058
DKFZp686E14208	29614508.49207334	135518553.13320383	116112746.72320242	57318169.584596835	169790855.1796592	124990774.97294562	25799206.83716273
DKFZp686H0575	1416366667.8815446	1380763610.6703157	1468731250.4245386	1089286250.4818022	878550832.9349813	950384167.2039279	1275171250.230085
DKFZp686H13261	27983397.626624495	12934440.549017476	11850707.981885932	16130830.343820168	5947017.602225292	27896857.17732173	3784100.191364694
DKFZp686J1372	54728416656.01553	57865916650.586006	56473562548.93246	46934499939.17722	78669583274.96721	54589666675.95526	57211125009.375
DKFZp779C2259	7706491.745216095	5368692.570123205	2942183.030533265	85862739.72691342	6136004.597041379	15834128.965473093	4281913.751669768
DKFZp779K1237	72934735.92772794	311572333.5262158	272174062.4986351	109619749.92115748	708529089.6842141	199970000.18521962	72398124.9634438
DKFZp781D1416	1877251002.5516548	3269561111.1089954	3377043749.798492	2044550000.0332274	1778387500.6725132	2550366669.1036754	3256062504.662298
DKFZp781L1143	6780210.924396511	14420172.814670539	22663269.99694071	5468039.4276255965	5162474.780304904	3944298.3047621367	15525028.176761007
DLAT	8544624999.123992	6634516666.755681	8344737502.968786	5550437503.308164	2373716668.9948726	4358725001.352382	6146899996.211854
DLD	10496933332.654696	9546394438.091625	11902862508.456974	8489837501.867672	6372608333.086904	11139275006.403893	14280812500.632679
DLG1	257971764.22694194	278911944.52393806	273636250.29474235	161562375.08946967	141494111.70083934	105472333.3991214	209479999.94288266
DLG3	40225014.62448631	131438305.52810532	120675124.97759238	9855041.190290378	29798285.7456274	11160453.367249532	139946624.88559285
DLG5	165041385.09245238	57931114.78300833	28762696.73614731	42142984.149700396	117583527.63135105	110510083.53941457	54771626.26269094
DLGAP4	531622500.24861914	365417222.18191594	399592499.9254722	383321250.33397645	282146024.9512653	349948333.51046616	346446249.9806247
DLGAP5	37941617.58987213	109276747.61256026	37161688.469565466	64800972.44311485	80868057.04563591	60993669.84965795	40932595.59353411
DLL4	4703294.226679414	5517667.217233233	3464769.964619218	4289521.570724591	4854717.061447249	4573516.584932361	3874635.3226544647
DLST	8995791661.02705	8506372221.124144	12042812505.120045	5763949993.259821	2825941665.6407037	5714641671.276082	11424400009.342133
DMAC1	64332666.028775625	138700487.12891042	274895000.1014854	158165125.02589792	54246879.614206724	158368583.42587277	193120375.00496703
DMAC2	82560461.1294129	74632744.01829812	87425937.4759288	51231061.08058797	9456496.819484165	86850833.30168498	69351749.94338311
DMAC2L	443471015.15838605	367449555.67771655	578987500.1480662	270447249.40633285	220406666.85871938	284063333.5057317	447389999.9756184
DMAP1	584312191.030449	784871111.3793433	757538124.5212917	572278750.3891361	351959516.4615003	324221166.60212666	786308750.6114728
DMD	386568313.3866045	102338918.86440444	144215285.51298657	27238902.9120212	329649916.66148263	242113083.28770962	93943409.87618099
DMTN	160408608.6932473	73200427.41568062	98807062.56587727	5210023.874501274	21457029.2737593	70019967.96592274	7231674.525337363
DMXL1	1156184249.413861	274782139.04303974	278516249.8943456	1582218750.6146219	407366666.62976855	343583499.7737496	249341125.206431
DMXL2	15096252.28972411	18743219.095352065	21665467.148957904	67541709.27440697	62346996.50128325	562390838.0602471	37967431.47232607
DNA2	235001275.50431266	23179255.87803042	19698312.22501868	18504353.12212383	378978728.9223039	54308410.31806932	33607940.08343958
DNAAF2	37343855.49899704	15764622.477997618	18760241.741021283	12234577.781591568	15885159.440858452	11128180.874295052	21672186.881800566
DNAAF5	107688833.3400596	236261277.8604389	223550000.0023709	388623750.43734026	168994390.42181274	131728583.34828691	139248749.97935134
DNAJA1	2623391665.9276114	2514136110.37504	2621356251.1394744	4399475001.905824	1324972499.3626378	3580308329.3572044	2378774995.6889844
DNAJA2	3639091664.104032	4335422227.360377	3982224999.009955	3486424997.6737785	3467624999.895643	2672241664.6745744	2958737498.953595
DNAJA3	58198247.18972442	73142000.53255795	242434756.5263309	41283449.83866562	16660459.861899601	94771701.98840189	91291566.23060477
DNAJA4	67582169.11533354	288082499.8213455	181177062.44325343	221003999.89239156	154016392.65726697	110735412.8913377	241637500.26190346
DNAJB1	2088316667.7110043	3075236112.8368816	3213231249.400631	1592137500.0115583	1294882498.698056	1975833335.4453926	2166537497.5197167
DNAJB11	740266327.2379311	162594773.67932674	400054037.6691119	335811773.86689895	114348961.03065856	546125944.5789732	206109412.5839458
DNAJB12	515954751.5965231	139201131.4492615	146888983.48926544	917837499.8095264	232758543.45151016	1267994164.4465425	223539250.25484395
DNAJB14	18167727.829842307	61562970.97581116	59418374.98591511	96014374.98534483	30666512.082685415	40897665.75806125	66994450.716183305
DNAJB2	340293916.75951886	230900249.96747926	211913750.1021772	91911999.95726639	294104597.6928533	152924833.31723076	156358375.1813857
DNAJB4	16201066.701235421	5422140.858472689	4105684.560148508	17742249.60328467	8682103.759118104	8431829.690931657	4280429.06706676
DNAJB6	121492225.00427066	153348750.0330691	219738125.05187383	196431249.8020025	70550864.92158255	192872083.42292845	312796250.4469687
DNAJB9	5936981.085337167	5020650.809958568	3091304.7175576016	9242149.176549846	6673244.919068012	6890722.814564157	3752703.4270733176
DNAJC1	217027333.11030796	105752577.29324901	192391937.51204148	739808748.879259	105373736.25935967	424740833.37374234	442111250.6093598
DNAJC10	1007058332.7925111	367479333.2498331	455516250.13837874	1136091249.2474482	132433875.12306167	944939999.3209423	705112499.9290905
DNAJC11	919779834.1732537	1176631667.88919	1644675624.8230996	939775000.6952611	240542999.56517637	816717499.9599766	1406189999.4530127
DNAJC13	1915415834.863876	3183436109.5368195	3723887500.9081006	6079150006.607766	6891599998.862065	8866600005.647888	3509049999.4018836
DNAJC14	7504928.85694163	4232020.563194422	4089971.234546736	11480452.163266059	5154212.255854816	4926852.6067419825	10094092.348988779
DNAJC15	5649428.905204591	4232700.941691803	7413837.7389062485	4143715.863409161	6621439.735127713	6943907.626793091	4785907.535964072
DNAJC16	70230571.44500145	33467451.41667405	42284422.409601614	108988250.11482331	17143078.341086548	74887806.11859311	37129665.674223684
DNAJC17	237696601.13478532	390129999.63603836	440746874.6343384	293784999.90315783	228444951.0918535	215500249.77741584	516456249.7850402
DNAJC19	274698332.9999134	281786110.9956546	245885624.86329046	209821249.88131198	337150247.0076025	104216518.34595533	221328750.1749723
DNAJC2	459492499.6867115	496188111.3087935	524803124.50614643	471267500.28037256	246070916.45348713	178602666.61952296	360097499.5623759
DNAJC21	152156047.0018267	85896805.51940317	78107812.47786207	127805500.04308859	32657380.194706697	81461083.26156269	74771499.95511575
DNAJC25	21405415.318484016	32814510.90157962	129252944.1222991	177524334.64456117	46330041.24701154	30567011.845438283	65732770.665191665
DNAJC3	637137250.7825456	342059333.38330716	504330874.9701389	1822074998.8458378	1087599999.419439	1517474999.8509388	747988749.9511378
DNAJC30	23391074.425542574	45409737.63968113	59924724.358263016	8773544.957939701	5418116.480080045	18022844.39320277	16346687.220354088
DNAJC5	275211228.63229924	162604499.92765778	229298125.0055203	623603749.2016666	2325720836.380986	1230647500.263684	359608749.54291403
DNAJC7	1553191667.1118329	1043866110.7690264	1216830624.3623111	2410475001.4229693	611020000.2440641	1858183333.690212	1409125000.2249796
DNAJC8	7670100005.430985	5860908334.319493	5962850005.932519	4882862493.280861	2250951913.4037523	3698166665.7089596	6009937500.24703
DNAJC9	2783566664.75604	4555441667.489567	4484925000.858579	2974212495.940021	3261041669.4688487	2196450001.027017	4378350001.504303
DNASE1L1	10982869.29908408	15046385.481479563	6332992.488153089	14619375.860395268	32614022.996788684	53881041.63438061	21694117.375517517
DNASE2	314978756.8219406	297493303.9837315	765638124.7041993	305949212.4202436	774071222.3700436	476871493.81852955	1340406249.9371552
DNLZ	56993127.993674435	131205184.69025214	105703618.71288611	129362947.55171229	12264612.409418419	13695729.842048688	77472625.0278688
DNM1L	129804153.83055113	130317033.61853613	130227672.9635101	525670217.9897144	142838526.09161165	435492452.5564487	158000122.01549718
DNM2	167452886.13619187	309534464.88381743	392389324.0292604	549761645.2945492	264466535.5837643	239529595.44550097	469856804.87750643
DNM3	5310248.27620143	15606191.788097663	11265068.470144207	9844721.806030484	16619707.557433521	5231048.804046897	11915404.031590043
DNMBP	136429835.1646798	65041108.64470658	59288245.46058786	75253253.82097597	170474399.2092745	296609833.40472615	121052806.620117
DNMT1	111917741.3336888	122006924.9183295	102540613.08278106	93042257.48230374	49023859.9551081	61812335.55350089	111635106.4211074
DNMT3A	38095785.16342618	90120929.21825121	133953687.4640598	84207999.9684244	156202936.88861024	143536000.02981904	325787375.6477959
DNPEP	692865114.503921	590113392.3773196	301333414.3935356	247335536.73973584	103038138.18762968	179570185.230341	197418850.0246448
DNPH1	1520006667.2538004	1524465277.8395479	1030571749.5137103	944420001.0142128	627840764.2654623	982175000.6229676	301174841.82917404
DNTTIP1	279301028.80447465	465880999.9162682	570906875.2449542	498041249.9975125	454360833.1557532	370034833.23270553	419178749.63150156
DNTTIP2	1377561666.7035296	1398570555.179123	1548219999.7615182	698986249.3558284	86908893.87413332	429200000.07388943	1161009999.559019
DOCK1	4225619.6117658755	4245737.361530563	3627198.192430074	74214875.06815909	10654900.148218647	5520096.364313261	11231835.598786814
DOCK10	323348648.1673172	178580719.7767214	175770655.68151197	136454238.77452478	58452909.35376489	128890031.08284308	165269728.4003283
DOCK11	3876415834.255434	7102530561.1482115	7380593751.397459	4481549997.648413	5650741663.070063	4931049998.070232	6205999996.706742
DOCK2	11691441671.575447	21315111125.942142	22916499988.530254	23365374994.890835	20175249998.519573	20984083342.782665	18412874976.498024
DOCK4	6163623.155474444	13223838.111713087	4214195.301393233	3861598.35386993	6407982.683876082	24327996.099866834	16401542.47454006
DOCK5	16310181.943703072	23197136.61520988	27387528.361310277	1017006288.5510385	3810754169.5585556	2628366664.843268	354652749.27634376
DOCK7	63551310.909216605	55063028.956169635	90433328.88268375	90691875.1027118	39209690.6420075	51220374.47959131	51420492.12606177
DOCK8	298704315.49054605	238397035.4263314	223868632.89896682	510277533.71362513	217270151.89256358	273718712.89944243	338827663.49834037
DOCK9	66379033.73700831	1896298055.0405166	1734553124.0164149	87806874.97846538	1594274114.8878338	113395041.73281382	758844999.4173211
DOHH	132786251.42466517	144942389.86238158	130620903.89203487	127181750.07289587	50492803.37334507	156670538.41408488	86327875.02864562
DOK1	287747906.9764202	209021361.11362174	257788062.53659257	542836249.6711617	722210832.2119193	776963333.620742	426987500.06354606
DOK2	56408833.30123329	4203730555.4536004	4251631873.046646	836012824.799657	2855334315.5024943	3829166664.6832695	6079112503.23292
DOK3	1441238334.4968207	14116708.722755061	26422290.632588614	32950712.505308636	3039335834.9418035	2313958332.2968593	9802136.74087468
DOLK	9357178.039820524	6265946.62547407	4392077.112543755	8795961.89050267	5543549.277873217	38586658.46727262	15065617.558198318
DOLPP1	43666001.538957395	231810620.41512716	261603125.04097378	323059249.6840645	85886357.36034034	142224766.18433845	250381249.96320724
DOP1B	1645109167.6963987	924525971.6486671	935345624.7752957	3006317503.05377	2109029998.2241201	3318900001.230372	2014071253.6657028
DOT1L	26963095.949555065	16575334.895699643	34318742.404191405	37126341.977856435	18376987.687463403	55303034.86425158	43509666.93987085
DPAGT1	183693016.2511754	78029760.99023107	55505235.83704063	57351125.00235048	77514512.38527448	109840833.16530527	51459436.45358449
