genes	B.cells	T4.cells	T8.cells	DC	Granulocytes	MO	NK.cells
AGO4	31363090.057972774	67987993.05303486	68699610.41261296	73651546.58140181	107644754.68956958	91790715.51356839	45759847.061179616
AGPAT1	67243064.18280962	164431079.5973631	117583520.98775014	95758808.0938735	119966015.04139233	123520356.27135547	114717649.40895125
AGPAT2	22507451.373794258	81873853.15692337	24540863.41600114	63935867.05060335	280659953.12013537	235526579.01059544	35727968.45540624
AGPAT3	94424191.97973342	188636298.36647245	190939590.29759464	243481066.69131246	176940034.5593078	863865014.6742	50636568.58998606
AGPAT4	3230204.228334799	19886761.023807477	25035494.84323376	24963296.09448598	38302195.140012905	34557036.74624362	60037652.49841496
AGPAT5	1899668084.8287528	207901655.7768767	314372965.57589394	525940526.4761731	425770236.1294676	213029512.3634839	719874038.4809401
AGPS	256108460.79961655	318912970.0543615	257301025.9933132	1294072173.4629216	761781607.3095598	877985325.6491386	494935643.5719393
AGRN	12544921.130312197	4848262.310001832	5215545.463337705	3612251.086689302	5344773.0830369145	6987920.22051819	6694446.347310619
AGT	3364683.950468869	2267744740.9160333	723293699.8269202	239126407.15199843	579478506.4868634	365159601.66325575	99476187.9776352
AGTPBP1	36878613.26494002	79790803.61088906	181537604.70860434	358392401.15195066	583981025.6061814	174623165.58631343	212292637.4154965
AGTRAP	39905341.56451152	29648546.81901971	96703226.74897432	113421331.9859933	223144911.408349	238653589.19174045	322191865.32428473
AHCTF1	1235693035.9923644	631322440.1120198	565974976.4527496	188112451.88837805	474583704.8102297	534914137.64754134	514899551.00481045
AHCY	4000894278.4869413	2792603968.376537	6694752086.525952	4681323973.203335	2682410246.163385	2924509850.5887437	3142571629.408584
AHCYL1	908026987.8687563	391520872.4093816	430232259.29812443	327538152.00859946	602840591.6993862	579792721.7481734	212397522.26293698
AHCYL2	13019511246.420853	8580201389.349925	64214081.39717855	157500859.55890322	201385010.81891415	56790007.704009935	42322769.514661804
AHDC1	11732806.381612362	25350037.009905826	29791581.18202708	39991894.42095601	139783288.07778296	16842701.28533178	52629299.465880565
AHNAK	235576319.04640535	857341805.5865955	1277397785.2139857	1188761992.5042748	659381675.8720334	1103995171.9158401	1718703824.6835
AHR	7649150.829670134	23641408.7483487	6615576.657778313	80636098.34447065	21789035.40784252	23665083.26620912	40666566.12907539
AHSA1	764027145.4773382	388173825.43276906	747038092.1809897	722289727.3646643	762422718.9184812	536408498.291482	366107479.174418
AHSG	17838727837.423542	45726925882.28301	8419709976.419448	10923508614.740702	12009529033.713913	7522230961.868982	1894946832.2001472
AHSP	4159848.972766095	11030189.822921297	4103753.9457093333	1611794.734695068	2672188.179764239	3719933.7057796936	6275845.115976606
AICDA	3872297.87303495	3321054.613166809	3958391.736009858	3000726.412568411	43760994.09604441	4143934.461198341	2665121.7064768765
AIDA	551035578.0698533	142276743.2647038	180456534.6574409	232922089.91299167	106792808.03504011	64936670.12136298	75898701.2819656
AIF1	3168256.300038636	82067586.58896248	78273018.7977257	5060799473.200795	3117496914.0639434	8313945764.48908	114274124.00996378
AIFM1	2187377516.415647	1648350351.3682745	1756965226.5938509	961102990.082589	879794105.4083216	1924534143.8060005	1632613295.3551924
AIFM2	4892260.1280229	9880006.567467995	6590968.408788154	10870607.834443381	8303297.7894471055	5050191.623412671	6181921.022574601
AIG1	3617868.099935449	9183155.7570256	11257568.371778294	21693584.415630914	142785706.62107226	30645811.371964123	12553545.708648356
AIM2	151843599.78019595	42985290.230389655	40146620.722807676	16411188.765370602	116652108.93506235	16270661.580623567	5307967.603013934
AIMP1	731866318.4291358	440624993.6880647	806646080.5527636	677073618.9323788	1014559376.7580984	802186139.951396	675945431.4164811
AIMP2	61753271.687964	32894898.64384168	50277747.75187605	30941110.900421403	51957786.19275782	32414197.138239484	18888394.3628874
AIP	2114071712.6706645	1181057488.3719668	1334790905.2174745	580195992.9847089	1063637846.2932125	576061168.3024437	380198157.2128503
AK1	11898484.945673963	142084217.59731498	11681705.023014147	21315015.295907218	210875604.3428093	370809050.3300602	2695694.557662788
AK2	6185552417.248355	3747299818.3759274	3687935722.158732	2106310034.6242135	4071918740.3146806	3123011189.0269213	2630830436.8418155
AK3	1179778694.9274166	761349314.2995585	1633757900.8289666	1623475463.2427244	929793971.8897209	715061032.910436	689755777.5410353
AK4	13303051.488730036	3354467.8613769594	6627913.110785416	93282058.36544566	26135805.896658614	172935175.22810003	77056276.35537273
AK5	86030106.09747668	231110416.8640748	203700175.94775796	49299249.556931354	21810527.35948916	28208214.050978832	54880073.20930728
AK6	43870718.08243828	98542775.3517629	126255708.7905527	69001656.38050753	382685399.35674584	74682160.40310962	86218640.20083207
AKAP1	169544141.53152335	205301903.8208788	90525523.18728553	97863419.3132537	173336769.6737962	38569412.70587836	81308592.47196516
AKAP10	33352055.2213195	58839056.74966739	35930252.840203874	21475573.968019657	98805108.50149025	62612568.48365933	141128525.8093627
AKAP11	246079785.1319162	350214341.91885114	393000007.8481724	104435340.21061555	467382622.8850547	166350921.88530895	113348059.47004955
AKAP12	3005351.100778186	30923757.902042698	4218556.240848839	1867210.1882539073	51131151340.401184	30319499.720701836	2323298.3098586416
AKAP13	2112913717.1531942	562136376.3649521	756405593.4780463	510106167.6689806	991910325.1801691	644349863.2757932	274330181.30838925
AKAP17A	219091124.20673084	163773743.94216257	120838038.07986891	87494371.31800519	207031607.50750047	193374359.36686474	217585069.50049573
AKAP5	27906508.141793795	13763643.671966584	16985835.04878982	2851075.807470144	50548193.59947393	2405328.0137535166	31709284.100914422
AKAP7	105085493.70997924	119193108.78355737	60143673.444447465	92379253.566689	37043702.8693689	85603170.73100401	146262328.67553127
AKAP8	312833145.94132143	179703333.67120665	159068295.378178	82741622.145064	231451766.14348638	334582052.83185554	88968235.82968116
AKAP8L	331808692.0829553	103109094.4173191	175854288.98821142	87263150.2835798	155934434.11809742	150306055.9435025	82164603.6043854
AKAP9	543422969.5890568	389281248.53802073	448077820.2635406	751987366.7244112	522899585.3932972	388973354.096675	296759055.34084976
AKNA	411675453.4373638	426599764.7473847	682487788.2468635	266069994.34573922	262833461.92735705	315647892.6829186	519379170.4122523
AKR1A1	4615691970.690296	1609132888.7727103	2872067768.517928	2762786231.711791	6612424745.195744	3455458465.920399	1350361412.4422016
AKR1B1	5484747015.009236	3867335888.4885864	3741925376.7498693	4117360495.591529	13394874086.923634	2208344923.905834	3418651501.3515263
AKR1C1	4114171.417746427	3423673.960767531	68292566.82809721	1322182.6733961652	1642642724.4158113	5908620.43584189	18835764.371321857
AKR1C3	12460123.497705659	72412952.68457606	97385359.38342986	137814379.3643568	375300069.283967	20620086.173448365	2043897579.5769854
AKR1D1	20523552.11609372	142375702.08317143	113743048.00116108	202825323.01085353	400471192.45455146	90534412.83909298	1512140102.1240973
AKR7A2	1474189962.6962917	557491004.5514643	1115489924.8436768	908479740.4140105	1490149331.5362859	1163398199.5298514	622910501.0707263
AKT1	285077336.77053475	288072091.0372704	336440210.8848791	243324995.82989362	812846820.9241979	312637501.6818762	214965955.20710272
AKT1S1	24813446.50910427	27902988.57830992	30818521.031997677	15501389.602688663	302596515.2533444	21782392.617701698	11905070.553235445
AKT2	310738387.8312698	109826170.62841576	173989913.38578674	97936628.64673254	357713876.1185305	181509325.94006878	227218358.62743178
AKT3	77476036.55125383	44738662.67551973	50461324.29921743	26506114.440204736	166759926.57574558	52363186.83484272	48306737.892869696
AKTIP	676888713.9989209	508751271.3440107	89542231.55768254	683086226.5288252	16780550.34236089	276472580.5232877	617672356.1854558
ALAD	35220886.204244785	30649352.424361747	44743161.37940061	21355308.84538532	36853672.682934985	38626654.687538475	18095203.144855022
ALAS1	345691475.0755596	42652165.85664958	52992205.24443642	16843263.65867759	77521342.99859399	21928589.529604997	52594724.16281594
ALCAM	907039442.94648	366055150.4700648	158155838.5701103	722559447.4660877	65904359.22659996	223750009.8686418	98660565.88678917
ALDH16A1	1746989024.9586294	572729044.5081736	935029403.5439954	804920603.3089386	2141288210.0388424	560697878.0666478	596761724.9769322
ALDH18A1	876983409.8129983	822473725.3774691	656489524.7658418	275103269.11632645	252667738.5405913	394073473.6263042	482987360.4926855
ALDH1A1	76704369.8997219	6279829.369239146	17970501.22887189	48472297.90856589	1690771078.7700121	2468975855.974334	28175243.280675814
ALDH1A2	2289167.951896731	33510099.75744202	112760050.1724307	42069079.31337899	2822762.1637796666	44199958.04527496	67258884.76442884
ALDH1B1	524649613.06501776	513802581.7975402	783690751.6849738	567381122.73965	220513564.27077398	699522723.5889071	1544095809.2666838
ALDH2	548610774.297185	746556578.8635099	33438801.663735446	5039526867.663574	2125652609.6351447	14964869978.552763	1870592553.6793065
ALDH3A2	319844646.94298357	637564427.1275165	452797581.18293023	807373450.3058298	1103139593.5769556	1127014562.8950586	1191709099.4000633
ALDH3B1	1872278.2888567795	2831638.1045837835	2606496.4826944494	109838124.64625321	9475709432.179682	2587033513.55992	69336769.26176743
ALDH4A1	321423398.5528451	35533060.133369036	123204081.7485028	218958495.69330207	910264520.7984734	1500951507.8730369	144252592.98787236
ALDH5A1	1943609621.6997316	879422310.7840457	2278810286.195972	1839187691.660161	296701479.42897445	86602722.35656618	401148318.09715027
ALDH6A1	1582577344.5200343	751549396.0747697	2279398005.8992968	837206596.2211382	1778887502.1447723	602804163.2846024	1271928614.1804245
ALDH7A1	48377410.713332795	44097321.1920237	103115019.04162	2064524450.220626	63396232.69711163	318197753.8181653	62690054.75942436
ALDH8A1	95060304.87016647	13180191.152471798	4363503.421112829	60144369.14160457	3220178.7251305804	171825845.0592814	44802469.24528326
ALDH9A1	7546119884.583369	3794026606.5690036	5660360581.692622	1159199366.1512396	2066609236.209966	1402302285.329523	3170018135.8792458
ALDOA	27475353.731942233	40087213.15934117	48027968.516318485	21177301.01394841	41160745.69803829	29444209.962443322	21100859.465115286
ALDOB	311861475.17143357	3272488.758959253	3983904.368095822	21397148.235378083	13098244.312117886	9171612.98711643	2873305.5414237734
ALDOC	5480127698.603114	2159043295.4730983	4041675743.7317805	545066953.3861254	2708776249.1711626	462424346.9465422	3280717282.642142
ALG1	219302394.28276834	249430097.1381592	178302964.0567861	407684946.37372	84925601.43453525	392816075.49831754	234580380.02772704
ALG10	56013339.05494736	41499714.705727085	67642055.31445532	84964958.74518944	37199174.0143078	44548160.11663346	91633280.52908078
ALG10B	56013339.05494736	41499714.705727085	67642055.31445532	84964958.74518944	37199174.0143078	44548160.11663346	91633280.52908078
ALG11	72829121.48575467	102294729.3341106	57341158.25795007	240516310.62381294	141001503.47950238	127373092.55216208	111287062.80220991
ALG12	81448213.78423879	129809638.79560934	130052687.78845632	58847164.981735766	222241908.07422495	111906022.74407163	193709183.24305502
ALG13	116516304.00961123	120778762.34935866	25002264.509011462	45554832.08118866	33690506.23199251	18184052.861580063	110819381.63140705
ALG2	144925326.42943573	240140842.80123934	211432982.4708675	1812600900.7841	399621222.37210053	351820001.2173944	411012032.10493624
ALG3	78741187.42106386	14275083.057512948	12885777.902655698	30813307.7119055	23635448.69562254	12257665.86121016	25783273.952160433
ALG5	116699311.9230286	134615109.79822528	145417910.17010704	481081173.91598785	358580044.8739019	200575756.14694443	285365181.5519085
ALG6	129439796.99239656	89196017.33576976	77593683.68604691	227917490.61593214	139206103.4765946	164421242.95881975	175652863.8657155
ALG8	118516238.99539848	178666679.28106433	231124894.58331558	132914417.23114896	187939804.45543242	180176031.94907245	201554855.32076246
ALG9	42839085.88314811	37840354.158474244	41464728.936705634	117925867.36042194	137682781.05588296	37220422.333247595	25427190.263235856
ALKBH1	15568136.414578829	10345288.488346286	21908259.94306696	40882955.27902898	3139625.218317354	21008484.722329628	11218541.04849086
ALKBH2	14757964.743090183	15659071.961662298	24725794.16584631	11208148.630548125	2329214.507714987	19237476.509542186	16378190.66935532
ALKBH3	11016591.369207146	18636714.092097644	22778278.374623485	10049260.615672302	28377346.25590704	17042550.362416886	15423842.117065424
ALKBH4	60135983.8468227	23120424.582848318	42055631.431352876	40904572.35085474	79360911.32232921	29762900.343308505	153092225.33727476
ALKBH5	311050528.7993187	203965452.63640484	205006844.15330058	67824690.57840437	762905986.5876615	87617877.56868708	100253761.63515224
ALKBH7	7363897.46727397	5610221.243084059	8765428.327885307	5938875.844054938	5912699.98946976	15291730.069602236	5355628.212685786
ALKBH8	28590171.98513134	42029410.87401787	34516693.38860181	36841402.15353286	82916021.23224612	146975325.3526039	25653986.017123856
ALMS1	146914927.48566487	93144448.08176646	296415227.67461306	185183308.5932105	335727909.92721146	161696079.43055668	71738702.61776154
ALOX12	3135687.347661023	7059591.420310592	2602722.0957055134	64914589.793502934	2998910.762489287	177511938.19236684	1872201.6656623504
ALOX12B	299513899.30501	181653050.68479773	151640227.87855107	171796459.90467057	116638075.39055435	144538038.3141103	116470986.91871981
ALOX15	1453762.3342463572	3814864.9270889116	9050621.761882069	984202.39146426	62944934324.84695	1889547.7049839706	11192832.978509499
ALOX15B	848736126.2078868	73865552.98470746	42668008.8844035	15718407.188412612	4366706.442670416	91829376.0936573	82067516.31221585
ALOX5	7848755475.142536	14020614.540530393	6429178.898741606	2161266724.5670953	22516520705.774406	3092538453.1874304	13944425.737976495
ALOX5AP	3790478249.1128373	2071618661.224841	2877997861.5996175	8005902889.555646	14417505871.640919	2558156590.245852	3803647538.283607
ALPL	254928767.3340405	8927881.245296247	29403168.571177498	2145878.5198501935	1994970130.4645226	13159350.008487256	10298205.06519665
ALS2	31296649.851794895	2300272.7274046172	12347263.76008112	5518831.0739582265	961918673.697451	39228929.57627616	2271011.8633462726
ALYREF	158669636.5206472	95928924.40156007	61826654.42331363	84686490.23712811	82072732.65358593	33679073.41087925	81783440.32875358
AMACR	78334383.26547891	80995252.86076516	60432893.81224693	33118567.425129063	23276746.502110485	82849754.3543588	63744699.396937415
AMBP	195667493.40461028	9320724669.925776	2031337907.59069	1725131522.1301208	1991089150.0633042	1078286642.3962693	330552990.39958036
